"","Name","Pos2","Age","Year","FG","Bhind_Arc","In_Arc","FreeT","OfReb","DefReb","Assist","Steal","Block","TOV","Fouls","pred_Bhind_Arc","pred_In_Arc","pred_FreeT","pred_OfReb","pred_DefReb","pred_Assist","pred_Steal","pred_Block","pred_TOV","pred_Fouls"
"111","Amir Johnson","C",29,2017,213,27,186,67,118,248,140,51,62,77,211,20.4244527484183,222.623074617443,66.718585682136,146.280468520144,280.523374614542,120.611660602776,46.3028612542124,65.7581815468863,88.2114335827098,218.385473810129
"112","Amir Johnson","C",28,2016,249,10,239,69,178,327,138,52,83,94,214,18.3723038576342,236.487153380581,74.4291503828776,151.228558367129,286.413466981898,128.358779192503,50.7403192921034,67.7682156993331,93.3130925498181,224.464635488041
"113","Amir Johnson","C",27,2015,298,19,279,79,159,297,117,44,59,110,225,15.1478511092166,245.464078763143,79.3105647007452,154.948089846981,288.290092367363,133.347118589731,54.0374580378926,69.2100341524476,96.9016589671102,228.879161677913
"114","Amir Johnson","C",26,2014,344,20,324,91,172,333,115,56,88,123,271,10.7510945031656,249.553850765127,81.3628286357397,157.439062959701,286.153250770934,135.57667879446,56.1942774915801,70.0836369062298,98.9771328345864,231.629052379747
"115","Andre Drummond","C",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7133083944885,530.602217799814,194.734712023757,408.012664333162,790.345194608216,117.69911131081,111.132734559957,125.461348731978,156.304503895736,266.396682774886
"116","Andre Drummond","C",24,2018,466,0,466,239,399,848,237,114,127,200,250,18.9719440731708,524.917683040645,191.128675193005,408.046520711617,780.181419048003,114.411113130541,111.008915429441,125.198520087096,155.35379266358,265.817302500644
"117","Andre Drummond","C",23,2017,483,2,481,137,345,770,90,124,89,152,237,11.05827589422,514.3459949009,184.693487979379,406.85181872294,766.004176505899,108.364335757773,109.744777006824,124.367475742881,152.889988881608,263.573286738362
"118","Andre Drummond","C",22,2016,552,2,550,208,395,803,67,119,112,155,245,1.9723038576357,498.887153380578,175.42915038288,404.428558367129,747.813466981902,99.5587791925056,107.340319292104,122.968215699334,148.91309254982,259.664635488043
"119","Andre Drummond","C",21,2015,494,0,494,142,437,667,55,73,153,120,285,-8.2859720365819,478.541158479679,163.335662403507,400.776739644187,725.609290476013,87.9944434347398,103.795542285283,121.000739956454,143.423103668216,254.091348749684
"120","Andre Drummond","C",20,2014,479,0,479,137,440,631,35,101,131,110,273,-19.7165517884329,453.308010198204,148.413024041261,395.896362554111,699.391646988231,73.6713284844749,99.1104459863604,118.465048514242,136.420022236796,246.853426523288
"121","Andre Iguodala","SF",35,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1441926654863,31.3876163825198,3.66020053754966,17.9559133191858,148.741185151442,174.335735535834,48.1231557969036,13.8148777520072,41.9117274012521,58.6576181337287
"122","Andre Iguodala","SF",34,2018,148,33,115,55,50,196,210,54,38,67,99,52.1258669205019,74.5746154291173,28.3456675355317,30.2753533689662,178.712079410152,198.635529280556,59.4025295874051,19.2342061004481,56.0919416672565,74.7245927398704
"123","Andre Iguodala","SF",33,2017,219,64,155,72,51,253,261,76,39,58,97,55.9352373178844,112.874461095138,50.2019841506397,41.3662350516142,204.669506686969,220.176543832778,69.5415840858046,24.0853187495566,68.7590633834447,89.1269318579742
"124","Andre Iguodala","SF",32,2016,176,54,122,51,52,211,219,73,19,79,102,58.5723038576336,146.287153380583,69.2291503828749,51.2285583671296,226.613466981894,238.958779192501,78.5403192921026,28.368215699333,79.9130925498167,101.864635488039
"125","Andre Iguodala","SF",31,2015,231,74,157,68,44,213,228,89,25,88,100,60.0370665397495,174.812692285451,85.427166232237,59.8623233155124,244.543960294927,254.982235359725,86.3987352062987,32.0828969497769,89.554029166373,112.937703630065
"126","Andre Iguodala","SF",30,2014,220,62,158,86,53,240,263,95,18,100,103,60.3295253642318,198.451077809742,98.7960316987249,67.2675298967626,258.460986626068,268.24691233445,93.1168318283931,35.2293625008883,97.6818732331132,122.346136284054
"127","Andre Ingram","SG",33,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36293346025113,-30.4126922854381,-16.0271662322331,-8.86232331551822,-16.9439602949215,-11.7822353597207,-5.99873520629708,-1.28289694977595,-8.15402916637136,-9.73770363006432
"128","Andre Ingram","SG",32,2018,8,5,3,3,1,5,7,3,3,3,3,5.00000000000031,3.00000000000668,3.00000000000208,0.999999999997151,5.00000000000355,7.00000000000236,3.00000000000089,3.00000000000038,3.00000000000072,3.00000000000043
"129","Andre Ingram","SG",31,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46476268211617,31.5255389048747,19.1980158493641,9.63376494837996,22.9304933130365,23.0234561672265,10.858415914197,6.71468125044428,12.640936616557,14.0730681420268
"130","Andre Ingram","SG",30,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75722150659848,55.1639244291658,32.5668813158521,17.0389715296302,36.8475196441772,36.2881331419513,17.5765125362914,9.86114680155576,20.7687806832972,23.4815007960151
"131","Andre Ingram","SG",29,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87737647344758,73.9151565728806,43.1065963994668,23.2156197437479,46.7510789934257,46.7940309241777,23.1542898662842,12.439396653335,27.3835322002214,31.2252979619645
"132","Andre Ingram","SG",28,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82522758266347,87.7792353360186,50.8171611002083,28.163709590733,52.6411713607821,54.5411495139047,27.5917479041752,14.4494308057818,32.4851911673297,37.3044596398758
"133","Andre Roberson","SG",27,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4794852486884,98.2792975163562,29.5598097265158,67.0413141303659,190.464392716861,55.7464361558147,50.8908188073466,38.6520545359842,36.0259485968385,126.608869846654
"134","Andre Roberson","SG",26,2018,87,8,79,12,75,110,46,45,35,30,89,35.0827286426374,102.369069518341,31.6120736615103,69.532287243086,188.327551120432,57.9759963605437,53.0476382610341,39.5256572897664,38.1014224643147,129.358760548489
"135","Andre Roberson","SG",25,2017,215,45,170,47,98,305,79,94,79,51,204,29.5136681789531,101.571688139748,30.8351872136313,70.7947019886733,182.177242542112,57.4467773727737,54.06413842262,39.8310443442161,38.663803781975,130.444015762284
"136","Andre Roberson","SG",24,2016,136,32,104,33,79,172,47,53,42,35,133,22.7723038576355,95.8871533805796,27.229150382879,70.8285583671283,172.013466981899,54.158779192505,53.940319292104,39.5682156993336,37.713092549819,129.864635488042
"137","Andre Roberson","SG",23,2015,92,21,71,23,60,195,70,53,29,46,141,14.8586356786846,85.3154652408349,20.7939631692529,69.6338563784507,157.836224439795,48.1120018197368,52.6761808694863,38.7371713551186,35.2492887678472,127.62061972576
"138","Andre Roberson","SG",22,2014,33,2,31,7,36,58,15,19,10,19,74,5.77266364210033,69.8566237205128,11.5296255727539,67.2105960226404,139.645514915798,39.3064452544697,50.2717231547669,37.3379113115713,31.2723924360593,123.711968475441
"139","Andrew Bogut","C",34,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.5388957616135,37.4490765242482,-39.6523483138302,76.8415884205828,233.381586097119,50.0120731133318,1.34411367320888,64.9195248500041,37.6510050507004,112.451524597844
"140","Andrew Bogut","C",33,2018,17,0,17,2,26,52,15,4,13,19,40,-2.72952536423099,75.7489221902693,-17.7960316987222,87.9324701032309,259.339013373936,71.5530876655537,11.4831681716084,69.7706374991127,50.3181267668886,126.853863715948
"141","Andrew Bogut","C",32,2017,38,0,38,3,56,162,49,13,25,43,86,-0.0924588244818096,109.161614475714,1.23113453351304,97.7947934187462,281.282973668861,90.3353230252767,20.4819033779064,74.053534448889,61.4721559332606,139.591567346013
"142","Andrew Bogut","C",31,2016,175,1,174,24,121,371,162,33,114,83,221,1.37230385763405,137.687153380582,17.4291503828751,106.428558367129,299.213466981894,106.358779192501,28.3403192921026,77.7682156993329,71.1130925498169,150.664635488039
"143","Andrew Bogut","C",30,2015,200,0,200,22,141,402,180,39,113,106,188,1.66476268211636,161.325538904873,30.798015849363,113.833764948379,313.130493313035,119.623456167226,35.0584159141969,80.9146812504444,79.2409366165571,160.073068142027
"144","Andrew Bogut","C",29,2014,235,0,235,22,182,489,112,47,121,97,210,0.784917648965461,180.076771048588,41.3377309329777,120.010413162497,323.034052662283,130.129353949452,40.6361932441897,83.4929311022236,85.8556881334813,167.816865307977
"145","Andrew Harrison","PG",24,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4566541972455,122.301108899908,147.067356011882,25.4063321665782,133.772597304111,197.949555655408,47.9663672799799,25.0306743659899,87.4522519478692,170.198341387445
"146","Andrew Harrison","PG",23,2018,181,47,134,124,23,108,177,38,26,81,138,49.5429860182946,111.729420760163,140.632168798255,24.2116301779006,119.595354762007,191.90277828264,46.7022288573623,24.1996300217749,84.9884481658974,167.954325625163
"147","Andrew Harrison","PG",22,2017,117,43,74,148,23,113,198,53,21,85,194,40.4570139817104,96.2705792398412,131.367831201757,21.7883698220904,101.40464523801,183.097221717373,44.2977711426429,22.8003699782276,81.0115518341095,164.045674374844
"148","Andrew Harrison","PG",21,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1987380874927,75.9245843389424,119.274343222384,18.1365510991476,79.2004687321208,171.532885959607,40.7529941358217,20.8328942353479,75.5215629525058,158.472387636486
"149","Andrew Harrison","PG",20,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7681583356417,50.6914360574676,104.351704860138,13.2561740090724,52.9828252443393,157.209771009342,36.0678978368989,18.2972027931359,68.5184815210859,151.234465410089
"150","Andrew Harrison","PG",19,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16527472615746,20.5711343954156,86.5999161150181,7.14723855186439,22.7517147746656,140.127876866578,30.2424822458743,15.1932956515915,60.00230753985,142.331907695654
"151","Andrew White","SF",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7413643213195,12.6845347591696,4.60603683075749,3.96614362154069,40.1637755602209,9.28799818027463,3.12381913051871,1.26282864488369,8.95071123215961,12.5793802742457
"152","Andrew White","SF",24,2018,25,18,7,1,4,30,6,3,1,8,12,18.0000000000019,7.00000000000074,1.00000000000512,3.99999999999566,30.0000000000081,6.00000000000594,3.00000000000267,1.00000000000117,8.00000000000362,12.0000000000029
"153","Andrew White","SF",23,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0863318210511,-3.57168813974403,-5.43518721362091,2.80529801131807,15.8227574579036,-0.0467773727623069,1.73586157738504,0.168955655786167,5.5361962180318,9.75598423772161
"154","Andrew White","SF",22,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00035978446678,-19.0305296600661,-14.6995248101199,0.382037655507794,-2.36795206609353,-8.85233393802943,-0.668596137334418,-1.23030438776115,1.55929988624392,5.84733298740198
"155","Andrew White","SF",21,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.25791610975083,-39.3765245609649,-26.7930127894928,-3.26978106743493,-24.5721285719824,-20.4166696957952,-4.21337314415558,-3.19778013064083,-3.9306889953598,0.274046249043778
"156","Andrew White","SF",20,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.6884958616019,-64.6096728424397,-41.7156511517388,-8.15015815751021,-50.7897720597639,-34.7397846460601,-8.89846944307834,-5.73347157285283,-10.9337704267797,-6.96387597735279
"157","Andrew Wiggins","SF",23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.395689735547,565.364987252249,379.733719948438,114.879546807352,287.510441264733,199.660839394423,93.1119425170556,49.1686893572006,184.724972204013,189.1832168459
"158","Andrew Wiggins","SF",22,2018,569,112,457,202,82,276,160,91,51,138,163,94.3097176989623,549.906145731927,370.469382351939,112.456286451542,269.319731740736,190.855282829155,90.7074848023361,47.7694293136533,180.748075872225,185.27456559558
"159","Andrew Wiggins","SF",21,2017,709,103,606,412,102,226,189,82,30,187,183,84.0514418047447,529.560150831028,358.375894372566,108.804467728599,247.115555234847,179.29094707139,87.1627077955149,45.8019535707736,175.258086990622,179.701278857222
"160","Andrew Wiggins","SF",20,2016,594,57,537,430,105,186,164,78,46,182,165,72.6208620528937,504.327002549553,343.45325601032,103.924090638524,220.897911747065,164.967832121125,82.4776114965922,43.2662621285616,168.255005559202,172.463356630825
"161","Andrew Wiggins","SF",19,2015,497,39,458,354,134,240,170,86,50,177,190,60.0179784434094,474.206700887501,325.7014672652,97.8151551813159,190.666801277391,147.885937978361,76.6521959055676,40.1623549870172,159.738831577966,163.56079891639
"162","Andrew Wiggins","SF",18,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2427909762917,439.199245844873,305.120528137208,90.4776613569755,156.422223825826,128.045264643098,69.6864610224412,36.4902321461405,149.709565046914,152.993605713916
"163","Ante Zizic","C",22,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2582758942205,69.3459949008996,33.0934879793799,27.6518187229381,58.2041765058979,16.5643357577731,5.54477700682418,14.9674757428813,16.4899888816075,35.5732867383622
"164","Ante Zizic","C",21,2018,49,0,49,21,24,36,5,2,13,11,30,2.8528290840768e-12,49.0000000000007,21.000000000007,23.9999999999954,36.000000000009,5.0000000000073,2.00000000000302,13.0000000000016,11.0000000000038,30.000000000004
"165","Ante Zizic","C",20,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.4305797518482,23.7668517185259,6.07736163776099,19.1196229099201,9.78235651222752,-9.32311495025758,-2.68509629891974,10.4643085577896,3.99691856858388,22.7620777736074
"166","Ante Zizic","C",19,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.0334633613324,-6.35344994352612,-11.6744271073585,13.0106874527122,-20.4487539574462,-26.4050090930216,-8.51051188994432,7.36040141624521,-4.51925541265197,13.8595200591723
"167","Ante Zizic","C",18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.8086508284501,-41.3609049861545,-32.2553662353514,5.67319362837176,-54.6933314090121,-46.2456824282847,-15.4762467730707,3.6882785753685,-14.5485219437039,3.29232685669855
"168","Ante Zizic","C",17,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.756142153201,-81.2555134093593,-55.6654557462177,-2.89285856310133,-92.9513758424699,-68.8451349560464,-23.5823009482987,-0.552059964840605,-26.0908810245718,-8.93950183381342
"169","Anthony Brown","SF",26,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0345260708818,18.1109672646228,10.9926400729279,4.77991499833096,46.3185731325047,14.0701435655452,5.82075873296662,2.14684682354497,7.89269409777116,16.3823368897959
"170","Anthony Brown","SF",25,2018,1,1,0,0,0,0,1,0,0,0,0,16.4654656071975,17.3135858860308,10.2157536250489,6.04232974391827,40.1682645541845,13.5409245777751,6.83725889455252,2.45223387799465,8.45507541543147,17.4675921035917
"171","Anthony Brown","SF",24,2017,18,7,11,0,8,25,8,5,1,6,15,9.72410128587985,11.6290511268619,6.60971679429656,6.07618612237324,30.0044889939717,10.2529263975064,6.71343976403648,2.18940523311213,7.50436418327548,16.8882118293489
"172","Anthony Brown","SF",23,2016,39,20,19,17,9,61,19,14,5,15,34,1.81043310692901,1.05736298711716,0.174529580670537,4.88148413369564,15.8272464518672,4.20614902473818,5.44930134141885,1.35836088889713,5.04056040130367,14.6441960670676
"173","Anthony Brown","SF",22,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.27553892965527,-14.4014785332049,-9.08980801582845,2.45822377788537,-2.36346307212997,-4.59940754052894,3.04484362669939,-0.0408991546501838,1.06366406951578,10.735544816748
"174","Anthony Brown","SF",21,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.5338148238729,-34.7474734341037,-21.1832959952013,-1.19359494505735,-24.5676395780188,-16.1637432982947,-0.499933380121774,-2.00837489752987,-4.42632481208794,5.16225807838978
"175","Anthony Davis","PF",25,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5133083944885,664.802217799815,433.934712023756,178.612664333161,615.145194608214,161.09911131081,100.132734559958,177.861348731979,142.504503895735,171.596682774886
"176","Anthony Davis","PF",24,2018,780,55,725,495,187,645,174,115,193,162,159,44.7719440731709,659.117683040646,430.328675193004,178.646520711615,604.981419048002,157.811113130541,100.008915429442,177.598520087097,141.553792663579,171.017302500643
"177","Anthony Davis","PF",23,2017,770,40,730,519,172,712,157,94,167,181,168,36.8582758942201,648.545994900901,423.893487979378,177.451818722938,590.804176505897,151.764335757773,98.7447770068239,176.767475742882,139.089988881607,168.773286738362
"178","Anthony Davis","PF",22,2016,560,35,525,326,130,497,116,78,125,121,148,27.7723038576358,633.087153380579,414.629150382879,175.028558367128,572.6134669819,142.958779192505,96.3403192921045,175.368215699334,135.113092549819,164.864635488042
"179","Anthony Davis","PF",21,2015,642,1,641,371,173,523,149,100,200,95,141,17.5140279634182,612.74115847968,402.535662403506,171.376739644185,550.409290476011,131.39444343474,92.7955422852833,173.400739956455,129.623103668215,159.291348749684
"180","Anthony Davis","PF",20,2014,522,2,520,348,207,466,105,89,189,109,200,6.08344821156713,587.508010198206,387.61302404126,166.49636255411,524.19164698823,117.071328484475,88.1104459863605,170.865048514243,122.620022236796,152.053426523287
"181","Anthony Tolliver","PF",33,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.778015811287,-33.2894633340217,10.8351028347912,20.1272635219808,127.621987042797,18.6884106908301,4.56507154951453,7.02417194800135,15.7902827001489,80.0454310619605
"182","Anthony Tolliver","PF",32,2018,219,159,60,106,50,191,90,32,21,58,144,110.415082351036,0.12322895142313,29.8622690670264,29.9895868374962,149.565947337722,37.4706460505532,13.5638067558125,11.3070688977777,26.9443118665209,92.7831346920252
"183","Anthony Tolliver","PF",31,2017,155,90,65,61,51,186,77,34,20,56,109,111.879845033152,28.6487678562911,46.0602849163884,38.623351785879,167.496440650755,53.4941022177773,21.4222226700086,15.0217501482216,36.5852484830772,103.856202834052
"184","Anthony Tolliver","PF",30,2016,128,98,30,29,39,190,52,26,16,28,86,112.172303857634,52.2871533805823,59.4291503828764,46.0285583671292,181.413466981896,66.7587791925021,28.140319292103,18.1682156993331,44.7130925498174,113.26463548804
"185","Anthony Tolliver","PF",29,2015,161,106,55,54,51,185,59,24,16,51,137,111.292458824483,71.038385524297,69.9688654664911,52.2052065812469,191.317026331144,77.2646769747285,33.7180966220958,20.7464655511123,51.3278440667416,121.008432653989
"186","Anthony Tolliver","PF",28,2014,129,102,27,33,33,135,42,19,15,23,82,109.240309933699,84.902464287435,77.6794301672326,57.153296428232,197.207118698501,85.0117955644555,38.1555546599868,22.7564997035591,56.4295030338499,127.087594331901
"187","Antonio Blakeney","SG",22,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2582758942202,58.3459949009006,42.0934879793787,7.65181872293824,51.2041765058987,31.5643357577725,10.5447770068239,2.96747574288105,16.4899888816076,24.5732867383621
"188","Antonio Blakeney","SG",21,2018,53,15,38,30,4,29,20,7,1,11,19,15.0000000000026,38.0000000000018,30.0000000000059,3.99999999999552,29.0000000000099,20.0000000000067,7.00000000000277,1.00000000000136,11.0000000000039,19.0000000000039
