Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Victor Claver,SF,26,POR,10,0,76,9,20,6,11,3,9,0,0,3,17,20,1,1,1,4,12,24
Victor Oladipo,SG,22,ORL,72,71,2573,473,1086,84,248,389,838,262,320,51,251,302,295,120,19,204,187,1292
Vince Carter,SG,38,MEM,66,1,1091,135,406,69,232,66,174,45,57,27,106,133,79,43,14,43,102,384
Wayne Ellington,SG,27,LAL,65,36,1675,254,617,90,243,164,374,52,64,31,179,210,105,33,2,50,77,650
Wesley Johnson,SF,27,LAL,76,59,2245,286,691,91,259,195,432,90,112,67,252,319,124,59,45,87,162,753
Wesley Matthews,SG,28,POR,60,60,2024,337,752,173,445,164,307,109,145,38,184,222,139,77,10,81,132,956
Will Barton,SG,24,TOT,58,0,983,150,353,23,85,127,268,74,94,26,136,162,81,48,19,61,70,397
Will Bynum,SG,32,WAS,7,0,67,10,31,0,9,10,22,2,4,2,4,6,18,1,1,8,9,22
Will Cherry,PG,23,CLE,8,0,69,5,19,2,9,3,10,3,6,1,4,5,8,6,1,4,10,15
Willie Green,SG,33,ORL,52,2,951,118,306,42,121,76,185,28,34,14,65,79,68,26,5,48,81,306
Wilson Chandler,SF,27,DEN,78,75,2471,418,975,139,406,279,569,110,142,96,379,475,134,58,29,110,231,1085
Xavier Henry,SF,23,LAL,9,0,86,3,13,0,0,3,13,14,24,2,2,4,3,3,0,3,6,20
Zach LaVine,PG,19,MIN,77,40,1902,286,677,57,167,229,510,149,177,27,187,214,276,54,10,193,158,778
Zach Randolph,PF,33,MEM,71,71,2304,454,932,7,20,447,912,228,298,225,522,747,153,69,14,156,175,1143
Zaza Pachulia,C,30,MIL,73,45,1730,240,529,0,3,240,526,126,160,197,303,500,178,80,21,133,170,606
Zoran Dragic,SG,25,TOT,16,1,75,11,30,3,14,8,16,3,5,5,3,8,5,2,0,5,6,28
